T,Simulink
1.57,8.011
1.571,8.0111
1.572,8.0112
1.573,8.0113
1.574,8.0114
1.575,8.0115
1.576,8.0116
1.577,8.0117
1.578,8.0118
1.579,8.0119
1.58,8.012
1.581,8.0121
1.582,8.0122
1.583,8.0123
1.584,8.0124
1.585,8.0125
1.586,8.0126
1.587,8.0127
1.588,8.0128
1.589,8.0129
1.59,8.013
1.591,8.0131
1.592,8.0132
1.593,8.0133
1.594,8.0134
1.595,8.0135
1.596,8.0136
1.597,8.0137
1.598,8.0138
1.599,8.0139
1.6,8.014
1.601,8.0141
1.602,8.0142
1.603,8.0143
1.604,8.0144
1.605,8.0145
1.606,8.0146
1.607,8.0147
1.608,8.0148
1.609,8.0149
1.61,8.015
1.611,8.0151
1.612,8.0152
1.613,8.0153
1.614,8.0154
1.615,8.0155
1.616,8.0156
1.617,8.0157
1.618,8.0158
1.619,8.0159
1.62,8.016
1.621,8.0161
1.622,8.0162
1.623,8.0163
1.624,8.0164
1.625,8.0165
1.626,8.0166
1.627,8.0167
1.628,8.0168
1.629,8.0169
1.63,8.017
1.631,8.0171
1.632,8.0172
1.633,8.0173
1.634,8.0174
1.635,8.0175
1.636,8.0176
1.637,8.0177
1.638,8.0178
1.639,8.0179
1.64,8.018
1.641,8.0181
1.642,8.0182
1.643,8.0183
1.644,8.0184
1.645,8.0185
1.646,8.0186
1.647,8.0187
1.648,8.0188
1.649,8.0189
1.65,8.019
1.651,8.0191
1.652,8.0192
1.653,8.0193
1.654,8.0194
1.655,8.0195
1.656,8.0196
1.657,8.0197
1.658,8.0198
1.659,8.0199
1.66,8.02
1.661,8.0201
1.662,8.0202
1.663,8.0203
1.664,8.0204
1.665,8.0205
1.666,8.0206
1.667,8.0207
1.668,8.0208
1.669,8.0209
1.67,8.021
1.671,8.0211
1.672,8.0212
1.673,8.0213
1.674,8.0214
1.675,8.0215
1.676,8.0216
1.677,8.0217
1.678,8.0218
1.679,8.0219
1.68,8.022
1.681,8.0221
1.682,8.0222
1.683,8.0223
1.684,8.0224
1.685,8.0225
1.686,8.0226
1.687,8.0227
1.688,8.0228
1.689,8.0229
1.69,8.023
1.691,8.0231
1.692,8.0232
1.693,8.0233
1.694,8.0234
1.695,8.0235
1.696,8.0236
1.697,8.0237
1.698,8.0238
1.699,8.0239
1.7,8.024
1.701,8.0241
1.702,8.0242
1.703,8.0243
1.704,8.0244
1.705,8.0245
1.706,8.0246
1.707,8.0247
1.708,8.0248
1.709,8.0249
1.71,8.025
1.711,8.0251
1.712,8.0252
1.713,8.0253
1.714,8.0254
1.715,8.0255
1.716,8.0256
1.717,8.0257
1.718,8.0258
1.719,8.0259
1.72,8.026
1.721,8.0261
1.722,8.0262
1.723,8.0263
1.724,8.0264
1.725,8.0265
1.726,8.0266
1.727,8.0267
1.728,8.0268
1.729,8.0269
1.73,8.027
1.731,8.0271
1.732,8.0272
1.733,8.0273
1.734,8.0274
1.735,8.0275
1.736,8.0276
1.737,8.0277
1.738,8.0278
1.739,8.0279
1.74,8.028
1.741,8.0281
1.742,8.0282
1.743,8.0283
1.744,8.0284
1.745,8.0285
1.746,8.0286
1.747,8.0287
1.748,8.0288
1.749,8.0289
1.75,8.029
1.751,8.0291
1.752,8.0292
1.753,8.0293
1.754,8.0294
1.755,8.0295
1.756,8.0296
1.757,8.0297
1.758,8.0298
1.759,8.0299
1.76,8.03
1.761,8.0301
1.762,8.0302
1.763,8.0303
1.764,8.0304
1.765,8.0305
1.766,8.0306
1.767,8.0307
1.768,8.0308
1.769,8.0309
1.77,8.031
1.771,8.0311
1.772,8.0312
1.773,8.0313
1.774,8.0314
1.775,8.0315
1.776,8.0316
1.777,8.0317
1.778,8.0318
1.779,8.0319
1.78,8.032
1.781,8.0321
1.782,8.0322
1.783,8.0323
1.784,8.0324
1.785,8.0325
1.786,8.0326
1.787,8.0327
1.788,8.0328
1.789,8.0329
1.79,8.033
1.791,8.0331
1.792,8.0332
1.793,8.0333
1.794,8.0334
1.795,8.0335
1.796,8.0336
1.797,8.0337
1.798,8.0338
1.799,8.0339
1.8,8.034
1.801,8.0341
1.802,8.0342
1.803,8.0343
1.804,8.0344
1.805,8.0345
1.806,8.0346
1.807,8.0347
1.808,8.0348
1.809,8.0349
1.81,8.035
1.811,8.0351
1.812,8.0352
1.813,8.0353
1.814,8.0354
1.815,8.0355
1.816,8.0356
1.817,8.0357
1.818,8.0358
1.819,8.0359
1.82,8.036
1.821,8.0361
1.822,8.0362
1.823,8.0363
1.824,8.0364
1.825,8.0365
1.826,8.0366
1.827,8.0367
1.828,8.0368
1.829,8.0369
1.83,8.037
1.831,8.0371
1.832,8.0372
1.833,8.0373
1.834,8.0374
1.835,8.0375
1.836,8.0376
1.837,8.0377
1.838,8.0378
1.839,8.0379
1.84,8.038
1.841,8.0381
1.842,8.0382
1.843,8.0383
1.844,8.0384
1.845,8.0385
1.846,8.0386
1.847,8.0387
1.848,8.0388
1.849,8.0389
1.85,8.039
1.851,8.0391
1.852,8.0392
1.853,8.0393
1.854,8.0394
1.855,8.0395
1.856,8.0396
1.857,8.0397
1.858,8.0398
1.859,8.0399
1.86,8.04
1.861,8.0401
1.862,8.0402
1.863,8.0403
1.864,8.0404
1.865,8.0405
1.866,8.0406
1.867,8.0407
1.868,8.0408
1.869,8.0409
1.87,8.041
1.871,8.0411
1.872,8.0412
1.873,8.0413
1.874,8.0414
1.875,8.0415
1.876,8.0416
1.877,8.0417
1.878,8.0418
1.879,8.0419
1.88,8.042
1.881,8.0421
1.882,8.0422
1.883,8.0423
1.884,8.0424
1.885,8.0425
1.886,8.0426
1.887,8.0427
1.888,8.0428
1.889,8.0429
1.89,8.043
1.891,8.0431
1.892,8.0432
1.893,8.0433
1.894,8.0434
1.895,8.0435
1.896,8.0436
1.897,8.0437
1.898,8.0438
1.899,8.0439
1.9,8.044
1.901,8.0441
1.902,8.0442
1.903,8.0443
1.904,8.0444
1.905,8.0445
1.906,8.0446
1.907,8.0447
1.908,8.0448
1.909,8.0449
1.91,8.045
1.911,8.0451
1.912,8.0452
1.913,8.0453
1.914,8.0454
1.915,8.0455
1.916,8.0456
1.917,8.0457
1.918,8.0458
1.919,8.0459
1.92,8.046
1.921,8.0461
1.922,8.0462
1.923,8.0463
1.924,8.0464
1.925,8.0465
1.926,8.0466
1.927,8.0467
1.928,8.0468
1.929,8.0469
1.93,8.047
1.931,8.0471
1.932,8.0472
1.933,8.0473
1.934,8.0474
1.935,8.0475
1.936,8.0476
1.937,8.0477
1.938,8.0478
1.939,8.0479
1.94,8.048
1.941,8.0481
1.942,8.0482
1.943,8.0483
1.944,8.0484
1.945,8.0485
1.946,8.0486
1.947,8.0487
1.948,8.0488
1.949,8.0489
1.95,8.049
1.951,8.0491
1.952,8.0492
1.953,8.0493
1.954,8.0494
1.955,8.0495
1.956,8.0496
1.957,8.0497
1.958,8.0498
1.959,8.0499
1.96,8.05
1.961,8.0501
1.962,8.0502
1.963,8.0503
1.964,8.0504
1.965,8.0505
1.966,8.0506
1.967,8.0507
1.968,8.0508
1.969,8.0509
1.97,8.051
1.971,8.0511
1.972,8.0512
1.973,8.0513
1.974,8.0514
1.975,8.0515
1.976,8.0516
1.977,8.0517
1.978,8.0518
1.979,8.0519
1.98,8.052
1.981,8.0521
1.982,8.0522
1.983,8.0523
1.984,8.0524
1.985,8.0525
1.986,8.0526
1.987,8.0527
1.988,8.0528
1.989,8.0529
1.99,8.053
1.991,8.0531
1.992,8.0532
1.993,8.0533
1.994,8.0534
1.995,8.0535
1.996,8.0536
1.997,8.0537
1.998,8.0538
1.999,8.0539
2,8.054
2.001,8.0541
2.002,8.0542
2.003,8.0543
2.004,8.0544
2.005,8.0545
2.006,8.0546
2.007,8.0547
2.008,8.0548
2.009,8.0549
2.01,8.055
2.011,8.0551
2.012,8.0552
2.013,8.0553
2.014,8.0554
2.015,8.0555
2.016,8.0556
2.017,8.0557
2.018,8.0558
2.019,8.0559
2.02,8.056
2.021,8.0561
2.022,8.0562
2.023,8.0563
2.024,8.0564
2.025,8.0565
2.026,8.0566
2.027,8.0567
2.028,8.0568
2.029,8.0569
2.03,8.057
2.031,8.0571
2.032,8.0572
2.033,8.0573
2.034,8.0574
2.035,8.0575
2.036,8.0576
2.037,8.0577
2.038,8.0578
2.039,8.0579
2.04,8.058
2.041,8.0581
2.042,8.0582
2.043,8.0583
2.044,8.0584
2.045,8.0585
2.046,8.0586
2.047,8.0587
2.048,8.0588
2.049,8.0589
2.05,8.059
2.051,8.0591
2.052,8.0592
2.053,8.0593
2.054,8.0594
2.055,8.0595
2.056,8.0596
2.057,8.0597
2.058,8.0598
2.059,8.0599
2.06,8.06
2.061,8.0601
2.062,8.0602
2.063,8.0603
2.064,8.0604
2.065,8.0605
2.066,8.0606
2.067,8.0607
2.068,8.0608
2.069,8.0609
2.07,8.061
2.071,8.0611
2.072,8.0612
2.073,8.0613
2.074,8.0614
2.075,8.0615
2.076,8.0616
2.077,8.0617
2.078,8.0618
2.079,8.0619
2.08,8.062
2.081,8.0621
2.082,8.0622
2.083,8.0623
2.084,8.0624
2.085,8.0625
2.086,8.0626
2.087,8.0627
2.088,8.0628
2.089,8.0629
2.09,8.063
2.091,8.0631
2.092,8.0632
2.093,8.0633
2.094,8.0634
2.095,8.0635
2.096,8.0636
2.097,8.0637
2.098,8.0638
2.099,8.0639
2.1,8.064
2.101,8.0641
2.102,8.0642
2.103,8.0643
2.104,8.0644
2.105,8.0645
2.106,8.0646
2.107,8.0647
2.108,8.0648
2.109,8.0649
2.11,8.065
2.111,8.0651
2.112,8.0652
2.113,8.0653
2.114,8.0654
2.115,8.0655
2.116,8.0656
2.117,8.0657
2.118,8.0658
2.119,8.0659
2.12,8.066
2.121,8.0661
2.122,8.0662
2.123,8.0663
2.124,8.0664
2.125,8.0665
2.126,8.0666
2.127,8.0667
2.128,8.0668
2.129,8.0669
2.13,8.067
2.131,8.0671
2.132,8.0672
2.133,8.0673
2.134,8.0674
2.135,8.0675
2.136,8.0676
2.137,8.0677
2.138,8.0678
2.139,8.0679
2.14,8.068
2.141,8.0681
2.142,8.0682
2.143,8.0683
2.144,8.0684
2.145,8.0685
2.146,8.0686
2.147,8.0687
2.148,8.0688
2.149,8.0689
2.15,8.069
2.151,8.0691
2.152,8.0692
2.153,8.0693
2.154,8.0694
2.155,8.0695
2.156,8.0696
2.157,8.0697
2.158,8.0698
2.159,8.0699
2.16,8.07
2.161,8.0701
2.162,8.0702
2.163,8.0703
2.164,8.0704
2.165,8.0705
2.166,8.0706
2.167,8.0707
2.168,8.0708
2.169,8.0709
2.17,8.071
2.171,8.0711
2.172,8.0712
2.173,8.0713
2.174,8.0714
2.175,8.0715
2.176,8.0716
2.177,8.0717
2.178,8.0718
2.179,8.0719
2.18,8.072
2.181,8.0721
2.182,8.0722
2.183,8.0723
2.184,8.0724
2.185,8.0725
2.186,8.0726
2.187,8.0727
2.188,8.0728
2.189,8.0729
2.19,8.073
2.191,8.0731
2.192,8.0732
2.193,8.0733
2.194,8.0734
2.195,8.0735
2.196,8.0736
2.197,8.0737
2.198,8.0738
2.199,8.0739
2.2,8.074
2.201,8.0741
2.202,8.0742
2.203,8.0743
2.204,8.0744
2.205,8.0745
2.206,8.0746
2.207,8.0747
2.208,8.0748
2.209,8.0749
2.21,8.075
2.211,8.0751
2.212,8.0752
2.213,8.0753
2.214,8.0754
2.215,8.0755
2.216,8.0756
2.217,8.0757
2.218,8.0758
2.219,8.0759
2.22,8.076
2.221,8.0761
2.222,8.0762
2.223,8.0763
2.224,8.0764
2.225,8.0765
2.226,8.0766
2.227,8.0767
2.228,8.0768
2.229,8.0769
2.23,8.077
2.231,8.0771
2.232,8.0772
2.233,8.0773
2.234,8.0774
2.235,8.0775
2.236,8.0776
2.237,8.0777
2.238,8.0778
2.239,8.0779
2.24,8.078
2.241,8.0781
2.242,8.0782
2.243,8.0783
2.244,8.0784
2.245,8.0785
2.246,8.0786
2.247,8.0787
2.248,8.0788
2.249,8.0789
2.25,8.079
2.251,8.0791
2.252,8.0792
2.253,8.0793
2.254,8.0794
2.255,8.0795
2.256,8.0796
2.257,8.0797
2.258,8.0798
2.259,8.0799
2.26,8.08
2.261,8.0801
2.262,8.0802
2.263,8.0803
2.264,8.0804
2.265,8.0805
2.266,8.0806
2.267,8.0807
2.268,8.0808
2.269,8.0809
2.27,8.081
2.271,8.0811
2.272,8.0812
2.273,8.0813
2.274,8.0814
2.275,8.0815
2.276,8.0816
2.277,8.0817
2.278,8.0818
2.279,8.0819
2.28,8.082
2.281,8.0821
2.282,8.0822
2.283,8.0823
2.284,8.0824
2.285,8.0825
2.286,8.0826
2.287,8.0827
2.288,8.0828
2.289,8.0829
2.29,8.083
2.291,8.0831
2.292,8.0832
2.293,8.0833
2.294,8.0834
2.295,8.0835
2.296,8.0836
2.297,8.0837
2.298,8.0838
2.299,8.0839
2.3,8.084
2.301,8.0841
2.302,8.0842
2.303,8.0843
2.304,8.0844
2.305,8.0845
2.306,8.0846
2.307,8.0847
2.308,8.0848
2.309,8.0849
2.31,8.085
2.311,8.0851
2.312,8.0852
2.313,8.0853
2.314,8.0854
2.315,8.0855
2.316,8.0856
2.317,8.0857
2.318,8.0858
2.319,8.0859
2.32,8.086
2.321,8.0861
2.322,8.0862
2.323,8.0863
2.324,8.0864
2.325,8.0865
2.326,8.0866
2.327,8.0867
2.328,8.0868
2.329,8.0869
2.33,8.087
2.331,8.0871
2.332,8.0872
2.333,8.0873
2.334,8.0874
2.335,8.0875
2.336,8.0876
2.337,8.0877
2.338,8.0878
2.339,8.0879
2.34,8.088
2.341,8.0881
2.342,8.0882
2.343,8.0883
2.344,8.0884
2.345,8.0885
2.346,8.0886
2.347,8.0887
2.348,8.0888
2.349,8.0889
2.35,8.089
2.351,8.0891
2.352,8.0892
2.353,8.0893
2.354,8.0894
2.355,8.0895
2.356,8.0896
2.357,8.0897
2.358,8.0898
2.359,8.0899
2.36,8.09
2.361,8.0901
2.362,8.0902
2.363,8.0903
2.364,8.0904
2.365,8.0905
2.366,8.0906
2.367,8.0907
2.368,8.0908
2.369,8.0909
2.37,8.091
2.371,8.0911
2.372,8.0912
2.373,8.0913
2.374,8.0914
2.375,8.0915
2.376,8.0916
2.377,8.0917
2.378,8.0918
2.379,8.0919
2.38,8.092
2.381,8.0921
2.382,8.0922
2.383,8.0923
2.384,8.0924
2.385,8.0925
2.386,8.0926
2.387,8.0927
2.388,8.0928
2.389,8.0929
2.39,8.093
2.391,8.0931
2.392,8.0932
2.393,8.0933
2.394,8.0934
2.395,8.0935
2.396,8.0936
2.397,8.0937
2.398,8.0938
2.399,8.0939
2.4,8.094
2.401,8.0941
2.402,8.0942
2.403,8.0943
2.404,8.0944
2.405,8.0945
2.406,8.0946
2.407,8.0947
2.408,8.0948
2.409,8.0949
2.41,8.095
2.411,8.0951
2.412,8.0952
2.413,8.0953
2.414,8.0954
2.415,8.0955
2.416,8.0956
2.417,8.0957
2.418,8.0958
2.419,8.0959
2.42,8.096
2.421,8.0961
2.422,8.0962
2.423,8.0963
2.424,8.0964
2.425,8.0965
2.426,8.0966
2.427,8.0967
2.428,8.0968
2.429,8.0969
2.43,8.097
2.431,8.0971
2.432,8.0972
2.433,8.0973
2.434,8.0974
2.435,8.0975
2.436,8.0976
2.437,8.0977
2.438,8.0978
2.439,8.0979
2.44,8.098
2.441,8.0981
2.442,8.0982
2.443,8.0983
2.444,8.0984
2.445,8.0985
2.446,8.0986
2.447,8.0987
2.448,8.0988
2.449,8.0989
2.45,8.099
2.451,8.0991
2.452,8.0992
2.453,8.0993
2.454,8.0994
2.455,8.0995
2.456,8.0996
2.457,8.0997
2.458,8.0998
2.459,8.0999
2.46,8.1
2.461,8.1001
2.462,8.1002
2.463,8.1003
2.464,8.1004
2.465,8.1005
2.466,8.1006
2.467,8.1007
2.468,8.1008
2.469,8.1009
2.47,8.101
2.471,8.1011
2.472,8.1012
2.473,8.1013
2.474,8.1014
2.475,8.1015
2.476,8.1016
2.477,8.1017
2.478,8.1018
2.479,8.1019
2.48,8.102
2.481,8.1021
2.482,8.1022
2.483,8.1023
2.484,8.1024
2.485,8.1025
2.486,8.1026
2.487,8.1027
2.488,8.1028
2.489,8.1029
2.49,8.103
2.491,8.1031
2.492,8.1032
2.493,8.1033
2.494,8.1034
2.495,8.1035
2.496,8.1036
2.497,8.1037
2.498,8.1038
2.499,8.1039
2.5,8.104
2.501,8.1041
2.502,8.1042
2.503,8.1043
2.504,8.1044
2.505,8.1045
2.506,8.1046
2.507,8.1047
2.508,8.1048
2.509,8.1049
2.51,8.105
2.511,8.1051
2.512,8.1052
2.513,8.1053
2.514,8.1054
2.515,8.1055
2.516,8.1056
2.517,8.1057
2.518,8.1058
2.519,8.1059
2.52,8.106
2.521,8.1061
2.522,8.1062
2.523,8.1063
2.524,8.1064
2.525,8.1065
2.526,8.1066
2.527,8.1067
2.528,8.1068
2.529,8.1069
2.53,8.107
2.531,8.1071
2.532,8.1072
2.533,8.1073
2.534,8.1074
2.535,8.1075
2.536,8.1076
2.537,8.1077
2.538,8.1078
2.539,8.1079
2.54,8.108
2.541,8.1081
2.542,8.1082
2.543,8.1083
2.544,8.1084
2.545,8.1085
2.546,8.1086
2.547,8.1087
2.548,8.1088
2.549,8.1089
2.55,8.109
2.551,8.1091
2.552,8.1092
2.553,8.1093
2.554,8.1094
2.555,8.1095
2.556,8.1096
2.557,8.1097
2.558,8.1098
2.559,8.1099
2.56,8.11
2.561,8.1101
2.562,8.1102
2.563,8.1103
2.564,8.1104
2.565,8.1105
2.566,8.1106
2.567,8.1107
2.568,8.1108
2.569,8.1109
2.57,8.111
2.571,8.1111
2.572,8.1112
2.573,8.1113
2.574,8.1114
2.575,8.1115
2.576,8.1116
2.577,8.1117
2.578,8.1118
2.579,8.1119
2.58,8.112
2.581,8.1121
2.582,8.1122
2.583,8.1123
2.584,8.1124
2.585,8.1125
2.586,8.1126
2.587,8.1127
2.588,8.1128
2.589,8.1129
2.59,8.113
2.591,8.1131
2.592,8.1132
2.593,8.1133
2.594,8.1134
2.595,8.1135
2.596,8.1136
2.597,8.1137
2.598,8.1138
2.599,8.1139
2.6,8.114
2.601,8.1141
2.602,8.1142
2.603,8.1143
2.604,8.1144
2.605,8.1145
2.606,8.1146
2.607,8.1147
2.608,8.1148
2.609,8.1149
2.61,8.115
2.611,8.1151
2.612,8.1152
2.613,8.1153
2.614,8.1154
2.615,8.1155
2.616,8.1156
2.617,8.1157
2.618,8.1158
2.619,8.1159
2.62,8.116
2.621,8.1161
2.622,8.1162
2.623,8.1163
2.624,8.1164
2.625,8.1165
2.626,8.1166
2.627,8.1167
2.628,8.1168
2.629,8.1169
2.63,8.117
2.631,8.1171
2.632,8.1172
2.633,8.1173
2.634,8.1174
2.635,8.1175
2.636,8.1176
2.637,8.1177
2.638,8.1178
2.639,8.1179
2.64,8.118
2.641,8.1181
2.642,8.1182
2.643,8.1183
2.644,8.1184
2.645,8.1185
2.646,8.1186
2.647,8.1187
2.648,8.1188
2.649,8.1189
2.65,8.119
2.651,8.1191
2.652,8.1192
2.653,8.1193
2.654,8.1194
2.655,8.1195
2.656,8.1196
2.657,8.1197
2.658,8.1198
2.659,8.1199
2.66,8.12
2.661,8.1201
2.662,8.1202
2.663,8.1203
2.664,8.1204
2.665,8.1205
2.666,8.1206
2.667,8.1207
2.668,8.1208
2.669,8.1209
2.67,8.121
2.671,8.1211
2.672,8.1212
2.673,8.1213
2.674,8.1214
2.675,8.1215
2.676,8.1216
2.677,8.1217
2.678,8.1218
2.679,8.1219
2.68,8.122
2.681,8.1221
2.682,8.1222
2.683,8.1223
2.684,8.1224
2.685,8.1225
2.686,8.1226
2.687,8.1227
2.688,8.1228
2.689,8.1229
2.69,8.123
2.691,8.1231
2.692,8.1232
2.693,8.1233
2.694,8.1234
2.695,8.1235
2.696,8.1236
2.697,8.1237
2.698,8.1238
2.699,8.1239
2.7,8.124
2.701,8.1241
2.702,8.1242
2.703,8.1243
2.704,8.1244
2.705,8.1245
2.706,8.1246
2.707,8.1247
2.708,8.1248
2.709,8.1249
2.71,8.125
2.711,8.1251
2.712,8.1252
2.713,8.1253
2.714,8.1254
2.715,8.1255
2.716,8.1256
2.717,8.1257
2.718,8.1258
2.719,8.1259
2.72,8.126
2.721,8.1261
2.722,8.1262
2.723,8.1263
2.724,8.1264
2.725,8.1265
2.726,8.1266
2.727,8.1267
2.728,8.1268
2.729,8.1269
2.73,8.127
2.731,8.1271
2.732,8.1272
2.733,8.1273
2.734,8.1274
2.735,8.1275
2.736,8.1276
2.737,8.1277
2.738,8.1278
2.739,8.1279
2.74,8.128
2.741,8.1281
2.742,8.1282
2.743,8.1283
2.744,8.1284
2.745,8.1285
2.746,8.1286
2.747,8.1287
2.748,8.1288
2.749,8.1289
2.75,8.129
2.751,8.1291
2.752,8.1292
2.753,8.1293
2.754,8.1294
2.755,8.1295
2.756,8.1296
2.757,8.1297
2.758,8.1298
2.759,8.1299
2.76,8.13
2.761,8.1301
2.762,8.1302
2.763,8.1303
2.764,8.1304
2.765,8.1305
2.766,8.1306
2.767,8.1307
2.768,8.1308
2.769,8.1309
2.77,8.131
2.771,8.1311
2.772,8.1312
2.773,8.1313
2.774,8.1314
2.775,8.1315
2.776,8.1316
2.777,8.1317
2.778,8.1318
2.779,8.1319
2.78,8.132
2.781,8.1321
2.782,8.1322
2.783,8.1323
2.784,8.1324
2.785,8.1325
2.786,8.1326
2.787,8.1327
2.788,8.1328
2.789,8.1329
2.79,8.133
2.791,8.1331
2.792,8.1332
2.793,8.1333
2.794,8.1334
2.795,8.1335
2.796,8.1336
2.797,8.1337
2.798,8.1338
2.799,8.1339
2.8,8.134
2.801,8.1341
2.802,8.1342
2.803,8.1343
2.804,8.1344
2.805,8.1345
2.806,8.1346
2.807,8.1347
2.808,8.1348
2.809,8.1349
2.81,8.135
2.811,8.1351
2.812,8.1352
2.813,8.1353
2.814,8.1354
2.815,8.1355
2.816,8.1356
2.817,8.1357
2.818,8.1358
2.819,8.1359
2.82,8.136
2.821,8.1361
2.822,8.1362
2.823,8.1363
2.824,8.1364
2.825,8.1365
2.826,8.1366
2.827,8.1367
2.828,8.1368
2.829,8.1369
2.83,8.137
2.831,8.1371
2.832,8.1372
2.833,8.1373
2.834,8.1374
2.835,8.1375
2.836,8.1376
2.837,8.1377
2.838,8.1378
2.839,8.1379
2.84,8.138
2.841,8.1381
2.842,8.1382
2.843,8.1383
2.844,8.1384
2.845,8.1385
2.846,8.1386
2.847,8.1387
2.848,8.1388
2.849,8.1389
2.85,8.139
2.851,8.1391
2.852,8.1392
2.853,8.1393
2.854,8.1394
2.855,8.1395
2.856,8.1396
2.857,8.1397
2.858,8.1398
2.859,8.1399
2.86,8.14
2.861,8.1401
2.862,8.1402
2.863,8.1403
2.864,8.1404
2.865,8.1405
2.866,8.1406
2.867,8.1407
2.868,8.1408
2.869,8.1409
2.87,8.141
2.871,8.1411
2.872,8.1412
2.873,8.1413
2.874,8.1414
2.875,8.1415
2.876,8.1416
2.877,8.1417
2.878,8.1418
2.879,8.1419
2.88,8.142
2.881,8.1421
2.882,8.1422
2.883,8.1423
2.884,8.1424
2.885,8.1425
2.886,8.1426
2.887,8.1427
2.888,8.1428
2.889,8.1429
2.89,8.143
2.891,8.1431
2.892,8.1432
2.893,8.1433
2.894,8.1434
2.895,8.1435
2.896,8.1436
2.897,8.1437
2.898,8.1438
2.899,8.1439
2.9,8.144
2.901,8.1441
2.902,8.1442
2.903,8.1443
2.904,8.1444
2.905,8.1445
2.906,8.1446
2.907,8.1447
2.908,8.1448
2.909,8.1449
2.91,8.145
2.911,8.1451
2.912,8.1452
2.913,8.1453
2.914,8.1454
2.915,8.1455
2.916,8.1456
2.917,8.1457
2.918,8.1458
2.919,8.1459
2.92,8.146
2.921,8.1461
2.922,8.1462
2.923,8.1463
2.924,8.1464
2.925,8.1465
2.926,8.1466
2.927,8.1467
2.928,8.1468
2.929,8.1469
2.93,8.147
2.931,8.1471
2.932,8.1472
2.933,8.1473
2.934,8.1474
2.935,8.1475
2.936,8.1476
2.937,8.1477
2.938,8.1478
2.939,8.1479
2.94,8.148
2.941,8.1481
2.942,8.1482
2.943,8.1483
2.944,8.1484
2.945,8.1485
2.946,8.1486
2.947,8.1487
2.948,8.1488
2.949,8.1489
2.95,8.149
2.951,8.1491
2.952,8.1492
2.953,8.1493
2.954,8.1494
2.955,8.1495
2.956,8.1496
2.957,8.1497
2.958,8.1498
2.959,8.1499
2.96,8.15
2.961,8.1501
2.962,8.1502
2.963,8.1503
2.964,8.1504
2.965,8.1505
2.966,8.1506
2.967,8.1507
2.968,8.1508
2.969,8.1509
2.97,8.151
2.971,8.1511
2.972,8.1512
2.973,8.1513
2.974,8.1514
2.975,8.1515
2.976,8.1516
2.977,8.1517
2.978,8.1518
2.979,8.1519
2.98,8.152
2.981,8.1521
2.982,8.1522
2.983,8.1523
2.984,8.1524
2.985,8.1525
2.986,8.1526
2.987,8.1527
2.988,8.1528
2.989,8.1529
2.99,8.153
2.991,8.1531
2.992,8.1532
2.993,8.1533
2.994,8.1534
2.995,8.1535
2.996,8.1536
2.997,8.1537
2.998,8.1538
2.999,8.1539
3,8.154
3.001,8.1541
3.002,8.1542
3.003,8.1543
3.004,8.1544
3.005,8.1545
3.006,8.1546
3.007,8.1547
3.008,8.1548
3.009,8.1549
3.01,8.155
3.011,8.1551
3.012,8.1552
3.013,8.1553
3.014,8.1554
3.015,8.1555
3.016,8.1556
3.017,8.1557
3.018,8.1558
3.019,8.1559
3.02,8.156
3.021,8.1561
3.022,8.1562
3.023,8.1563
3.024,8.1564
3.025,8.1565
3.026,8.1566
3.027,8.1567
3.028,8.1568
3.029,8.1569
3.03,8.157
3.031,8.1571
3.032,8.1572
3.033,8.1573
3.034,8.1574
3.035,8.1575
3.036,8.1576
3.037,8.1577
3.038,8.1578
3.039,8.1579
3.04,8.158
3.041,8.1581
3.042,8.1582
3.043,8.1583
3.044,8.1584
3.045,8.1585
3.046,8.1586
3.047,8.1587
3.048,8.1588
3.049,8.1589
3.05,8.159
3.051,8.1591
3.052,8.1592
3.053,8.1593
3.054,8.1594
3.055,8.1595
3.056,8.1596
3.057,8.1597
3.058,8.1598
3.059,8.1599
3.06,8.16
3.061,8.1601
3.062,8.1602
3.063,8.1603
3.064,8.1604
3.065,8.1605
3.066,8.1606
3.067,8.1607
3.068,8.1608
3.069,8.1609
3.07,8.161
3.071,8.1611
3.072,8.1612
3.073,8.1613
3.074,8.1614
3.075,8.1615
3.076,8.1616
3.077,8.1617
3.078,8.1618
3.079,8.1619
3.08,8.162
3.081,8.1621
3.082,8.1622
3.083,8.1623
3.084,8.1624
3.085,8.1625
3.086,8.1626
3.087,8.1627
3.088,8.1628
3.089,8.1629
3.09,8.163
3.091,8.1631
3.092,8.1632
3.093,8.1633
3.094,8.1634
3.095,8.1635
3.096,8.1636
3.097,8.1637
3.098,8.1638
3.099,8.1639
3.1,8.164
3.101,8.1641
3.102,8.1642
3.103,8.1643
3.104,8.1644
3.105,8.1645
3.106,8.1646
3.107,8.1647
3.108,8.1648
3.109,8.1649
3.11,8.165
3.111,8.1651
3.112,8.1652
3.113,8.1653
3.114,8.1654
3.115,8.1655
3.116,8.1656
3.117,8.1657
3.118,8.1658
3.119,8.1659
3.12,8.166
3.121,8.1661
3.122,8.1662
3.123,8.1663
3.124,8.1664
3.125,8.1665
3.126,8.1666
3.127,8.1667
3.128,8.1668
3.129,8.1669
3.13,8.167
3.131,8.1671
3.132,8.1672
3.133,8.1673
3.134,8.1674
3.135,8.1675
3.136,8.1676
3.137,8.1677
3.138,8.1678
3.139,8.1679
3.14,8.168
3.141,8.1681
